year,month,temperature
1935,5,-0.3
1935,6,-0.228
1935,7,-0.177
1935,8,-0.205
1935,9,-0.194
1935,10,-0.097
1935,11,-0.355
1935,12,-0.219
1936,1,-0.275
1936,2,-0.297
1936,3,-0.276
1936,4,-0.187
1936,5,-0.157
1936,6,-0.173
1936,7,-0.091
1936,8,-0.12
1936,9,-0.121
1936,10,0.041
1936,11,-0.072
1936,12,0.018
1937,1,-0.157
1937,2,0.058
1937,3,-0.204
1937,4,-0.068
1937,5,-0.049
1937,6,-0.001
1937,7,0.032
1937,8,0.065
1937,9,0.084
1937,10,0.103
1937,11,0.019
1937,12,-0.096
1938,1,0.025
1938,2,0.03
1938,3,0.025
1938,4,0.027
1938,5,-0.114
1938,6,-0.143
1938,7,-0.089
1938,8,-0.026
1938,9,0.024
1938,10,0.106
1938,11,0.005
1938,12,-0.188
1939,1,0.005
1939,2,-0.031
1939,3,-0.202
1939,4,-0.008
1939,5,0.087
1939,6,0.057
1939,7,-0.035
1939,8,-0.012
1939,9,-0.04
1939,10,-0.099
1939,11,-0.037
1939,12,0.366
1940,1,-0.032
1940,2,0.126
1940,3,0.059
1940,4,0.111
1940,5,-0.007
1940,6,0.0
1940,7,0.101
1940,8,0.053
1940,9,0.032
1940,10,-0.003
1940,11,-0.073
1940,12,0.18
1941,1,0.027
1941,2,0.104
1941,3,-0.058
1941,4,0.042
1941,5,0.002
1941,6,0.035
1941,7,0.091
1941,8,-0.001
1941,9,-0.161
1941,10,0.202
1941,11,0.041
1941,12,0.163
1942,1,0.262
1942,2,0.021
1942,3,0.1
1942,4,0.056
1942,5,0.079
1942,6,0.048
1942,7,-0.052
1942,8,-0.088
1942,9,-0.062
1942,10,-0.011
1942,11,0.027
1942,12,0.063
1943,1,-0.025
1943,2,0.149
1943,3,-0.055
1943,4,0.086
1943,5,0.047
1943,6,-0.075
1943,7,0.042
1943,8,0.055
1943,9,-0.001
1943,10,0.225
1943,11,0.114
1943,12,0.249
1944,1,0.345
1944,2,0.25
1944,3,0.21
1944,4,0.173
1944,5,0.148
1944,6,0.091
1944,7,0.172
1944,8,0.233
1944,9,0.191
1944,10,0.238
1944,11,0.054
1944,12,0.046
1945,1,0.07
1945,2,-0.045
1945,3,0.074
1945,4,0.21
1945,5,0.017
1945,6,0.017
1945,7,0.007
1945,8,0.228
1945,9,0.122
1945,10,0.18
1945,11,0.057
1945,12,-0.092
1946,1,0.059
1946,2,0.007
1946,3,-0.013
1946,4,0.116
1946,5,-0.112
1946,6,-0.228
1946,7,-0.096
1946,8,-0.167
1946,9,-0.124
1946,10,-0.008
1946,11,-0.072
1946,12,-0.277
1947,1,-0.093
1947,2,-0.066
1947,3,0.036
1947,4,0.049
1947,5,-0.083
1947,6,-0.055
1947,7,-0.073
1947,8,-0.135
1947,9,-0.138
1947,10,0.032
1947,11,-0.028
1947,12,-0.105
1948,1,0.094
1948,2,-0.141
1948,3,-0.234
1948,4,-0.091
1948,5,0.018
1948,6,0.005
1948,7,-0.086
1948,8,-0.056
1948,9,-0.135
1948,10,-0.07
1948,11,-0.165
1948,12,-0.215
1949,1,0.125
1949,2,-0.169
1949,3,-0.181
1949,4,-0.03
1949,5,-0.07
1949,6,-0.216
1949,7,-0.138
1949,8,-0.085
1949,9,-0.149
1949,10,-0.045
1949,11,-0.117
1949,12,-0.135
1950,1,-0.252
1950,2,-0.284
1950,3,-0.179
1950,4,-0.206
1950,5,-0.087
1950,6,-0.053
1950,7,-0.055
1950,8,-0.17
1950,9,-0.206
1950,10,-0.175
1950,11,-0.361
1950,12,-0.183
1951,1,-0.247
1951,2,-0.345
1951,3,-0.195
1951,4,-0.079
1951,5,0.059
1951,6,0.057
1951,7,0.044
1951,8,0.142
1951,9,0.088
1951,10,0.151
1951,11,0.016
1951,12,0.197
1952,1,0.195
1952,2,0.163
1952,3,-0.089
1952,4,0.069
1952,5,0.025
1952,6,0.044
1952,7,0.08
1952,8,0.057
1952,9,0.071
1952,10,0.07
1952,11,-0.111
1952,12,0.045
1953,1,0.097
1953,2,0.22
1953,3,0.132
1953,4,0.238
1953,5,0.208
1953,6,0.201
1953,7,0.088
1953,8,0.089
1953,9,0.072
1953,10,0.073
1953,11,-0.076
1953,12,0.13
1954,1,-0.176
1954,2,-0.047
1954,3,-0.084
1954,4,-0.073
1954,5,-0.109
1954,6,-0.073
1954,7,-0.132
1954,8,-0.081
1954,9,-0.072
1954,10,0.038
1954,11,0.096
1954,12,-0.114
1955,1,0.176
1955,2,-0.074
1955,3,-0.291
1955,4,-0.196
1955,5,-0.21
1955,6,-0.128
1955,7,-0.16
1955,8,0.009
1955,9,-0.195
1955,10,-0.06
1955,11,-0.191
1955,12,-0.237
1956,1,-0.111
1956,2,-0.199
1956,3,-0.254
1956,4,-0.262
1956,5,-0.287
1956,6,-0.198
1956,7,-0.164
1956,8,-0.32
1956,9,-0.276
1956,10,-0.24
1956,11,-0.18
1956,12,-0.078
1957,1,-0.125
1957,2,-0.053
1957,3,-0.12
1957,4,-0.011
1957,5,0.091
1957,6,0.147
1957,7,0.005
1957,8,0.113
1957,9,0.056
1957,10,0.04
1957,11,0.081
1957,12,0.205
1958,1,0.326
1958,2,0.219
1958,3,0.052
1958,4,0.021
1958,5,0.055
1958,6,-0.066
1958,7,0.016
1958,8,-0.074
1958,9,-0.096
1958,10,0.003
1958,11,0.07
1958,12,0.075
1959,1,0.083
1959,2,0.041
1959,3,0.131
1959,4,0.157
1959,5,0.053
1959,6,0.057
1959,7,0.039
1959,8,-0.017
1959,9,-0.07
1959,10,-0.038
1959,11,-0.175
1959,12,-0.018
1960,1,-0.046
1960,2,0.102
1960,3,-0.358
1960,4,-0.12
1960,5,-0.131
1960,6,-0.043
1960,7,-0.022
1960,8,0.046
1960,9,0.047
1960,10,0.016
1960,11,-0.15
1960,12,0.145
1961,1,0.068
1961,2,0.207
1961,3,0.079
1961,4,0.118
1961,5,0.125
1961,6,0.104
1961,7,0.015
1961,8,0.021
1961,9,-0.027
1961,10,-0.054
1961,11,-0.017
1961,12,-0.118
1962,1,0.061
1962,2,0.124
1962,3,0.013
1962,4,-0.01
1962,5,-0.13
1962,6,-0.056
1962,7,-0.061
1962,8,-0.099
1962,9,-0.098
1962,10,-0.005
1962,11,-0.038
1962,12,-0.015
1963,1,-0.011
1963,2,0.158
1963,3,-0.159
1963,4,-0.104
1963,5,-0.119
1963,6,-0.079
1963,7,0.058
1963,8,0.19
1963,9,0.164
1963,10,0.207
1963,11,0.101
1963,12,0.013
1964,1,-0.007
1964,2,-0.118
1964,3,-0.261
1964,4,-0.305
1964,5,-0.275
1964,6,-0.102
1964,7,-0.156
1964,8,-0.256
1964,9,-0.311
1964,10,-0.271
1964,11,-0.255
1964,12,-0.264
1965,1,-0.035
1965,2,-0.161
1965,3,-0.215
1965,4,-0.248
1965,5,-0.096
1965,6,-0.077
1965,7,-0.155
1965,8,-0.092
1965,9,-0.157
1965,10,0.005
1965,11,-0.126
1965,12,0.024
1966,1,-0.103
1966,2,-0.023
1966,3,-0.034
1966,4,-0.016
1966,5,-0.096
1966,6,-0.036
1966,7,0.081
1966,8,-0.021
1966,9,-0.008
1966,10,-0.055
1966,11,-0.044
1966,12,-0.097
1967,1,-0.056
1967,2,-0.135
1967,3,-0.001
1967,4,-0.033
1967,5,0.145
1967,6,-0.039
1967,7,-0.011
1967,8,-0.086
1967,9,-0.093
1967,10,0.046
1967,11,-0.061
1967,12,-0.04
1968,1,-0.195
1968,2,-0.118
1968,3,0.089
1968,4,-0.072
1968,5,-0.157
1968,6,-0.077
1968,7,-0.188
1968,8,-0.158
1968,9,-0.228
1968,10,0.087
1968,11,0.056
1968,12,0.021
1969,1,-0.076
1969,2,-0.097
1969,3,0.062
1969,4,0.19
1969,5,0.195
1969,6,0.118
1969,7,-0.051
1969,8,0.032
1969,9,-0.025
1969,10,0.05
1969,11,0.097
1969,12,0.184
1970,1,0.142
1970,2,0.231
1970,3,0.029
1970,4,0.106
1970,5,0.026
1970,6,-0.052
1970,7,-0.067
1970,8,-0.106
1970,9,0.036
1970,10,0.043
1970,11,-0.027
1970,12,-0.067
1971,1,0.044
1971,2,-0.186
1971,3,-0.235
1971,4,-0.098
1971,5,-0.092
1971,6,-0.149
1971,7,-0.122
1971,8,-0.15
1971,9,-0.143
1971,10,-0.113
1971,11,-0.046
1971,12,-0.089
1972,1,-0.243
1972,2,-0.152
1972,3,-0.002
1972,4,0.032
1972,5,0.031
1972,6,0.028
1972,7,-0.039
1972,8,0.104
1972,9,-0.05
1972,10,0.037
1972,11,0.03
1972,12,0.239
1973,1,0.25
1973,2,0.312
1973,3,0.26
1973,4,0.295
1973,5,0.238
1973,6,0.133
1973,7,0.033
1973,8,0.017
1973,9,-0.002
1973,10,0.094
1973,11,0.038
1973,12,0.014
1974,1,-0.205
1974,2,-0.286
1974,3,-0.144
1974,4,-0.067
1974,5,-0.078
1974,6,-0.053
1974,7,-0.083
1974,8,0.07
1974,9,-0.099
1974,10,-0.081
1974,11,-0.068
1974,12,-0.046
1975,1,0.122
1975,2,0.09
1975,3,0.129
1975,4,0.064
1975,5,0.119
1975,6,-0.016
1975,7,-0.059
1975,8,-0.177
1975,9,-0.07
1975,10,-0.07
1975,11,-0.21
1975,12,-0.122
1976,1,-0.033
1976,2,-0.112
1976,3,-0.275
1976,4,-0.094
1976,5,-0.247
1976,6,-0.187
1976,7,-0.059
1976,8,-0.141
1976,9,-0.078
1976,10,-0.179
1976,11,-0.005
1976,12,0.198
1977,1,0.189
1977,2,0.275
1977,3,0.28
1977,4,0.297
1977,5,0.294
1977,6,0.273
1977,7,0.138
1977,8,0.176
1977,9,0.086
1977,10,0.126
1977,11,0.232
1977,12,0.088
1978,1,0.142
1978,2,0.194
1978,3,0.189
1978,4,0.171
1978,5,0.107
1978,6,0.013
1978,7,0.047
1978,8,-0.162
1978,9,0.043
1978,10,0.024
1978,11,0.164
1978,12,0.146
1979,1,0.174
1979,2,0.066
1979,3,0.202
1979,4,0.218
1979,5,0.07
1979,6,0.114
1979,7,0.075
1979,8,0.139
1979,9,0.193
1979,10,0.224
1979,11,0.281
1979,12,0.51
1980,1,0.361
1980,2,0.401
1980,3,0.294
1980,4,0.385
1980,5,0.308
1980,6,0.193
1980,7,0.268
1980,8,0.251
1980,9,0.168
1980,10,0.125
1980,11,0.321
1980,12,0.246
1981,1,0.492
1981,2,0.361
1981,3,0.39
1981,4,0.25
1981,5,0.198
1981,6,0.325
1981,7,0.333
1981,8,0.358
1981,9,0.221
1981,10,0.151
1981,11,0.162
1981,12,0.448
1982,1,0.141
1982,2,0.143
1982,3,-0.014
1982,4,0.164
1982,5,0.188
1982,6,0.078
1982,7,0.125
1982,8,0.072
1982,9,0.123
1982,10,0.158
1982,11,0.147
1982,12,0.426
1983,1,0.523
1983,2,0.48
1983,3,0.337
1983,4,0.299
1983,5,0.313
1983,6,0.2
1983,7,0.155
1983,8,0.316
1983,9,0.336
1983,10,0.212
1983,11,0.313
1983,12,0.21
1984,1,0.243
1984,2,0.16
1984,3,0.258
1984,4,0.187
1984,5,0.292
1984,6,0.045
1984,7,0.05
1984,8,0.127
1984,9,0.137
1984,10,0.056
1984,11,-0.005
1984,12,-0.05
1985,1,0.232
1985,2,0.02
1985,3,0.169
1985,4,0.166
1985,5,0.154
1985,6,0.112
1985,7,0.002
1985,8,0.192
1985,9,0.089
1985,10,0.152
1985,11,0.084
1985,12,0.168
1986,1,0.285
1986,2,0.381
1986,3,0.238
1986,4,0.254
1986,5,0.17
1986,6,0.081
1986,7,0.08
1986,8,0.125
1986,9,0.043
1986,10,0.149
1986,11,0.094
1986,12,0.171
1987,1,0.323
1987,2,0.46
1987,3,0.193
1987,4,0.267
1987,5,0.256
1987,6,0.309
1987,7,0.381
1987,8,0.252
1987,9,0.345
1987,10,0.325
1987,11,0.249
1987,12,0.487
1988,1,0.54
1988,2,0.359
1988,3,0.452
1988,4,0.441
1988,5,0.349
1988,6,0.364
1988,7,0.269
1988,8,0.349
1988,9,0.317
1988,10,0.336
1988,11,0.172
1988,12,0.3
1989,1,0.144
1989,2,0.274
1989,3,0.264
1989,4,0.258
1989,5,0.12
1989,6,0.132
1989,7,0.255
1989,8,0.252
1989,9,0.254
1989,10,0.3
1989,11,0.223
1989,12,0.45
1990,1,0.447
1990,2,0.453
1990,3,0.678
1990,4,0.529
1990,5,0.391
1990,6,0.351
1990,7,0.348
1990,8,0.291
1990,9,0.237
1990,10,0.437
1990,11,0.441
1990,12,0.463
1991,1,0.442
1991,2,0.515
1991,3,0.326
1991,4,0.53
1991,5,0.367
1991,6,0.467
1991,7,0.457
1991,8,0.353
1991,9,0.313
1991,10,0.321
1991,11,0.302
1991,12,0.354
1992,1,0.523
1992,2,0.464
1992,3,0.401
1992,4,0.297
1992,5,0.304
1992,6,0.247
1992,7,0.062
1992,8,0.076
1992,9,-0.039
1992,10,0.093
1992,11,0.031
1992,12,0.254
1993,1,0.432
1993,2,0.401
1993,3,0.381
1993,4,0.299
1993,5,0.262
1993,6,0.238
1993,7,0.239
1993,8,0.127
1993,9,0.138
1993,10,0.248
1993,11,0.104
1993,12,0.27
1994,1,0.293
1994,2,0.081
1994,3,0.38
1994,4,0.396
1994,5,0.341
1994,6,0.398
1994,7,0.273
1994,8,0.225
1994,9,0.264
1994,10,0.422
1994,11,0.435
1994,12,0.377
1995,1,0.524
1995,2,0.708
1995,3,0.437
1995,4,0.417
1995,5,0.295
1995,6,0.415
1995,7,0.469
1995,8,0.466
1995,9,0.322
1995,10,0.438
1995,11,0.405
1995,12,0.31
1996,1,0.27
1996,2,0.491
1996,3,0.308
1996,4,0.347
1996,5,0.28
1996,6,0.245
1996,7,0.307
1996,8,0.381
1996,9,0.201
1996,10,0.195
1996,11,0.287
1996,12,0.412
1997,1,0.383
1997,2,0.461
1997,3,0.484
1997,4,0.424
1997,5,0.371
1997,6,0.546
1997,7,0.402
1997,8,0.443
1997,9,0.522
1997,10,0.642
1997,11,0.643
1997,12,0.645
1998,1,0.632
1998,2,0.916
1998,3,0.597
1998,4,0.692
1998,5,0.658
1998,6,0.658
1998,7,0.676
1998,8,0.675
1998,9,0.416
1998,10,0.459
1998,11,0.369
1998,12,0.575
1999,1,0.494
1999,2,0.666
1999,3,0.338
1999,4,0.365
1999,5,0.28
1999,6,0.338
1999,7,0.286
1999,8,0.267
1999,9,0.328
1999,10,0.335
1999,11,0.334
1999,12,0.457
2000,1,0.303
2000,2,0.524
2000,3,0.467
2000,4,0.552
2000,5,0.358
2000,6,0.365
2000,7,0.301
2000,8,0.392
2000,9,0.335
2000,10,0.243
2000,11,0.297
2000,12,0.294
2001,1,0.483
2001,2,0.462
2001,3,0.615
2001,4,0.584
2001,5,0.533
2001,6,0.495
2001,7,0.508
2001,8,0.458
2001,9,0.468
2001,10,0.467
2001,11,0.649
2001,12,0.552
2002,1,0.774
2002,2,0.769
2002,3,0.82
2002,4,0.621
2002,5,0.589
2002,6,0.474
2002,7,0.562
2002,8,0.494
2002,9,0.55
2002,10,0.523
2002,11,0.524
2002,12,0.467
2003,1,0.745
2003,2,0.645
2003,3,0.587
2003,4,0.568
2003,5,0.546
2003,6,0.458
2003,7,0.511
2003,8,0.566
2003,9,0.573
2003,10,0.665
2003,11,0.494
2003,12,0.75
2004,1,0.632
2004,2,0.756
2004,3,0.629
2004,4,0.625
2004,5,0.378
2004,6,0.373
2004,7,0.29
2004,8,0.441
2004,9,0.494
2004,10,0.578
2004,11,0.691
2004,12,0.493
2005,1,0.697
2005,2,0.568
2005,3,0.712
2005,4,0.685
2005,5,0.577
2005,6,0.6
2005,7,0.569
2005,8,0.536
2005,9,0.633
2005,10,0.706
2005,11,0.673
2005,12,0.645
2006,1,0.507
2006,2,0.692
2006,3,0.577
2006,4,0.504
2006,5,0.427
2006,6,0.588
2006,7,0.484
2006,8,0.636
2006,9,0.525
2006,10,0.594
2006,11,0.581
2006,12,0.742
2007,1,0.936
2007,2,0.672
2007,3,0.613
2007,4,0.709
2007,5,0.607
2007,6,0.542
2007,7,0.555
2007,8,0.502
2007,9,0.473
2007,10,0.523
2007,11,0.487
2007,12,0.434
2008,1,0.266
2008,2,0.337
2008,3,0.684
2008,4,0.504
2008,5,0.462
2008,6,0.447
2008,7,0.523
2008,8,0.441
2008,9,0.504
2008,10,0.618
2008,11,0.588
2008,12,0.496
2009,1,0.621
2009,2,0.547
2009,3,0.504
2009,4,0.599
2009,5,0.571
2009,6,0.638
2009,7,0.681
2009,8,0.633
2009,9,0.626
2009,10,0.603
2009,11,0.635
2009,12,0.627
2010,1,0.735
2010,2,0.783
2010,3,0.831
2010,4,0.822
2010,5,0.712
2010,6,0.626
2010,7,0.607
2010,8,0.607
2010,9,0.532
2010,10,0.617
2010,11,0.64
2010,12,0.441
2011,1,0.481
2011,2,0.46
2011,3,0.508
2011,4,0.601
2011,5,0.488
2011,6,0.594
2011,7,0.676
2011,8,0.672
2011,9,0.504
2011,10,0.558
2011,11,0.456
2011,12,0.535
2012,1,0.395
2012,2,0.435
2012,3,0.486
2012,4,0.671
2012,5,0.695
2012,6,0.629
2012,7,0.567
2012,8,0.615
2012,9,0.627
2012,10,0.691
2012,11,0.668
2012,12,0.46
2013,1,0.653
2013,2,0.641
2013,3,0.581
2013,4,0.535
2013,5,0.589
2013,6,0.627
2013,7,0.567
2013,8,0.652
2013,9,0.647
2013,10,0.606
2013,11,0.778
2013,12,0.64
2014,1,0.691
2014,2,0.451
2014,3,0.678
2014,4,0.79
2014,5,0.763
2014,6,0.668
2014,7,0.581
2014,8,0.78
2014,9,0.751
2014,10,0.718
2014,11,0.577
2014,12,0.754
2015,1,0.812
2015,2,0.846
2015,3,0.854
2015,4,0.772
2015,5,0.786
2015,6,0.781
2015,7,0.721
2015,8,0.791
2015,9,0.813
2015,10,0.975
2015,11,0.922
2015,12,1.119
2016,1,1.079
2016,2,1.201
2016,3,1.213
2016,4,1.072
2016,5,0.889
2016,6,0.767
2016,7,0.771
2016,8,0.913
2016,9,0.785
2016,10,0.761
2016,11,0.742
2016,12,0.806
2017,1,0.947
2017,2,1.053
2017,3,1.061
2017,4,0.904
2017,5,0.866
2017,6,0.68
2017,7,0.759
2017,8,0.804
2017,9,0.701
2017,10,0.806
2017,11,0.711
2017,12,0.802
2018,1,0.744
2018,2,0.724
2018,3,0.824
2018,4,0.832
2018,5,0.756
2018,6,0.713
2018,7,0.722
2018,8,0.709
2018,9,0.679
2018,10,0.863
2018,11,0.728
2018,12,0.852
2019,1,0.924
2019,2,0.898
2019,3,1.062
2019,4,0.949
2019,5,0.763
2019,6,0.753
2019,7,0.846
2019,8,0.841
2019,9,0.811
2019,10,0.939
2019,11,0.882
2019,12,1.04
2020,1,1.155
2020,2,1.175
2020,3,1.086
2020,4,1.059
2020,5,0.893
2020,6,0.825
2020,7,0.845
2020,8,0.863
2020,9,0.857
2020,10,0.781
2020,11,0.91
2020,12,0.72
2021,1,0.751
2021,2,0.595
2021,3,0.788
2021,4,0.752
2021,5,0.729
2021,6,0.758
2021,7,0.825
2021,8,0.812
2021,9,0.824
2021,10,0.908
2021,11,0.848
2021,12,0.798
2022,1,0.875
2022,2,0.798
2022,3,0.892
2022,4,0.817
2022,5,0.746
2022,6,0.863
2022,7,0.817
2022,8,0.828
2022,9,0.754
2022,10,0.872
2022,11,0.655
2022,12,0.774
2023,1,0.818
2023,2,0.921
2023,3,1.125
2023,4,0.954
2023,5,0.856
2023,6,0.981
2023,7,1.141
2023,8,1.214
2023,9,1.326
2023,10,1.259
2023,11,1.272
2023,12,1.231
2024,1,1.206
2024,2,1.25
2024,3,1.226
2024,4,1.227
2024,5,1.093
2024,6,1.13
2024,7,1.149
2024,8,1.257
2024,9,1.138
2024,10,1.182
2024,11,1.169
2024,12,1.138
